InvoiceNo,product_id,Quantity
547379,1103,8
547379,1104,8
547379,1248,48
547379,1287,8
547379,1398,2
547379,1454,5
547379,1456,5
547379,1615,6
547379,1616,6
547379,1985,6
547379,2097,12
547379,2415,48
547379,2860,48
547380,61,3
547380,67,10
547380,70,6
547380,71,6
547380,72,6
547380,73,6
547380,77,3
547380,82,2
547380,139,10
547380,141,2
547380,249,6
547380,265,2
547380,267,2
547380,290,6
547380,291,6
547380,292,6
547380,293,10
547380,294,10
547380,295,2
547380,360,4
547380,361,2
547380,420,6
547380,454,2
547380,468,2
547380,469,1
547380,525,1
547380,573,2
547380,593,1
547380,603,5
547380,604,5
547380,805,2
547380,807,2
547380,1219,2
547380,1300,2
547380,1344,2
547380,1346,2
547380,1349,2
547380,1350,2
547380,1391,2
547380,1598,2
547380,1711,2
547380,1788,2
547380,1892,2
547380,1901,2
547380,1992,1
547380,2842,2
547381,33,8
547381,164,8
547381,298,20
547381,301,12
547381,302,12
547381,319,4
547381,374,2
547381,414,7
547381,417,4
547381,520,5
547381,711,1
547381,715,1
547381,934,12
547381,1020,12
547381,1336,5
547381,1358,2
547381,1375,8
547381,1381,12
547381,1506,5
547381,1600,50
547381,2463,24
547381,2541,1
547381,2542,1
547381,2731,7
547382,10,5
547382,67,2
547382,83,1
547382,91,2
547382,92,2
547382,139,3
547382,180,2
547382,181,3
547382,183,3
547382,185,2
547382,202,3
547382,222,1
547382,239,3
547382,245,2
547382,246,2
547382,265,2
547382,266,2
547382,267,2
547382,293,3
547382,295,2
547382,307,6
547382,361,2
547382,414,3
547382,427,2
547382,428,2
547382,603,3
547382,604,3
547382,609,2
547382,674,2
547382,699,4
547382,703,2
547382,716,3
547382,833,2
547382,901,5
547382,936,2
547382,1156,2
547382,1184,2
547382,1186,2
547382,1187,2
547382,1209,1
547382,1219,2
547382,1261,2
547382,1262,3
547382,1269,2
547382,1270,2
547382,1271,2
547382,1393,2
547382,1394,2
547382,1410,2
547382,1425,2
547382,1449,2
547382,1641,1
547382,1833,3
547382,1892,2
547382,2332,2
547382,2339,2
547383,22,6
547383,35,6
547383,46,3
547383,60,10
547383,66,12
547383,77,10
547383,79,12
547383,80,3
547383,102,3
547383,136,10
547383,141,10
547383,165,12
547383,166,12
547383,174,12
547383,180,12
547383,185,12
547383,186,12
547383,268,12
547383,300,12
547383,320,30
547383,348,28
547383,376,24
547383,427,12
547383,428,12
547383,608,12
547383,643,10
547383,655,6
547383,681,12
547383,691,12
547383,978,12
547383,1023,12
547383,1046,12
547383,1047,4
547383,1062,3
547383,1063,3
547383,1069,10
547383,1132,12
547383,1193,12
547383,1222,6
547383,1249,12
547383,1371,6
547383,1512,12
547383,1543,6
547383,2161,12
547383,2717,12
547384,46,1
547387,11,6
547387,12,6
547387,22,12
547387,23,6
547387,78,10
547387,79,12
547387,82,10
547387,118,2
547387,267,10
547387,293,10
547387,297,12
547387,319,12
547387,330,12
547387,443,6
547387,477,12
547387,586,6
547387,622,6
547387,627,6
547387,651,12
547387,824,12
547387,825,12
547387,1009,12
547387,1119,1
547387,1140,6
547387,1234,12
547387,1331,6
547387,1333,2
547387,1394,8
547387,1396,2
547387,1398,2
547387,1592,12
547387,1964,6
547387,2022,6
547387,2028,2
547387,2144,12
547387,2295,6
547387,2785,12
547387,2796,4
547387,2798,6
547387,2808,2
547387,2836,6
547387,2837,6
547387,2838,6
547387,2840,6
547388,245,-6
547388,302,-12
547388,449,-12
547388,555,-3
547388,710,-12
547388,897,-12
547388,1457,-6
547389,22,2
547389,124,16
547389,130,2
547389,274,2
547389,334,2
547389,497,12
547389,555,2
547389,559,2
547389,574,4
547389,575,4
547389,577,4
547389,578,4
547389,579,4
547389,586,2
547389,635,8
547389,881,4
547389,924,2
547389,951,12
547389,1156,6
547389,1177,1
547389,1178,2
547389,1336,5
547389,1459,2
547389,1460,2
547389,1565,2
547389,1575,2
547389,1579,6
547389,1604,6
547389,1703,2
547389,1795,12
547389,1825,2
547389,1915,2
547389,1993,2
547389,2114,2
547389,2158,24
547389,2160,2
547389,2717,2
547390,46,1
547390,245,6
547390,302,12
547390,449,12
547390,555,3
547390,710,12
547390,897,12
547390,1457,6
547391,297,24
547401,86,5
547401,187,5
547401,249,4
547401,277,5
547401,331,2
547401,374,5
547401,384,1
547401,385,1
547401,608,4
547401,666,2
547401,881,5
547401,1209,5
547401,1263,5
547401,1307,1
547401,1361,4
547401,1414,24
547401,1467,5
547401,1657,4
547401,2160,1
547401,2313,5
547401,2366,4
547401,2367,3
547401,2427,5
547401,2541,1
547401,2542,3
547401,2665,2
547401,2811,1
547405,139,10
547405,1058,12
547405,1059,12
547405,1616,6
547405,2042,12
547405,2067,12
547405,2098,6
547405,2541,6
547406,632,48
547406,899,36
547406,975,48
547406,1062,9
547406,1063,9
547407,533,1
547407,665,1
547408,533,-1
547408,665,-1
547409,2789,-8
547410,1456,-1
547412,46,1
547412,66,24
547412,67,10
547412,70,24
547412,71,24
547412,173,24
547412,174,24
547412,291,24
547412,298,24
547412,301,12
547412,302,12
547412,319,12
547412,342,24
547412,419,24
547412,429,24
547412,692,24
547412,934,24
547412,1454,5
547412,1478,12
547412,2018,12
547413,1,12
547413,21,2
547413,56,6
547413,70,24
547413,71,24
547413,86,12
547413,127,6
547413,171,12
547413,214,12
547413,311,2
547413,419,24
547413,453,2
547413,466,12
547413,601,4
547413,797,12
547413,809,2
547413,836,12
547413,881,12
547413,949,3
547413,997,12
547413,998,12
547413,1056,24
547413,1061,12
547413,1156,12
547413,1203,12
547413,1221,12
547413,1291,2
547413,1474,12
547413,1505,12
547413,1579,72
547413,1941,3
547413,2176,12
547414,18,3
547414,96,6
547414,127,6
547414,133,6
547414,138,2
547414,168,12
547414,205,8
547414,308,12
547414,666,1
547414,1042,6
547414,1561,1
547414,1579,24
547415,1973,2
547416,55,6
547416,133,6
547416,135,8
547416,457,6
547416,631,8
547416,1160,6
547416,1209,40
547416,1286,6
547416,1965,12
547416,2001,6
547417,101,12
547417,115,5
547417,201,12
547417,214,12
547417,297,6
547417,449,12
547417,827,8
547417,921,48
547417,1083,8
547417,1117,12
547417,1248,48
547417,1300,10
547417,1660,24
547417,1677,24
547417,1742,6
547417,1941,3
547417,2063,8
547417,2221,12
547417,2242,9
547417,2298,36
547417,2305,24
547417,2315,24
547418,1,6
547418,123,2
547418,127,6
547418,162,2
547418,205,8
547418,314,12
547418,533,1
547418,538,6
547418,754,2
547418,800,6
547418,957,2
547418,1018,2
547418,1206,6
547418,1214,2
547418,1579,12
547418,1696,6
547418,1697,6
547418,1714,2
547418,1974,6
547418,2306,12
547418,2342,12
547418,2412,24
547418,2786,1
547418,2788,1
547418,2789,1
547418,2837,1
547418,2838,1
547418,2840,1
547418,2845,24
547419,21,20
547419,36,64
547419,37,128
547419,201,12
547419,268,24
547419,320,180
547419,362,36
547419,364,64
547419,533,48
547419,1158,50
547419,1215,125
547419,1225,200
547419,1226,20
547419,1230,144
547419,1920,20
547420,68,6
547420,72,24
547420,80,3
547420,99,12
547420,124,16
547420,173,12
547420,266,10
547420,287,12
547420,305,12
547420,600,2
547420,706,12
547420,925,12
547420,973,16
547420,979,24
547420,1250,12
547420,1361,12
547420,1456,5
547420,1579,12
547420,1703,6
547420,1786,6
547420,1941,6
547420,2342,12
547420,2648,4
547428,79,12
547428,123,12
547428,152,12
547428,451,4
547428,679,8
547428,712,6
547428,833,12
547428,1009,12
547428,1025,12
547428,1038,4
547428,1394,10
547428,1592,12
547428,2161,3
547444,11,6
547444,12,6
547444,45,36
547444,46,1
547444,167,2
547444,1093,12
547444,1140,6
547444,1331,6
547444,1385,10
547444,1386,5
547444,1393,6
547444,1456,5
547444,1532,4
547444,2648,4
547444,2786,8
547444,2789,8
547485,1,3
547485,11,1
547485,12,4
547485,33,1
547485,40,8
547485,64,2
547485,70,3
547485,71,3
547485,73,3
547485,110,2
547485,113,1
547485,145,2
547485,171,4
547485,186,6
547485,188,4
547485,229,3
547485,266,3
547485,268,10
547485,290,3
547485,293,5
547485,294,1
547485,295,3
547485,329,2
547485,365,1
547485,366,1
547485,367,1
547485,368,1
547485,375,3
547485,419,3
547485,428,4
547485,449,1
547485,523,2
547485,524,3
547485,536,1
547485,586,1
547485,597,1
547485,602,4
547485,632,6
547485,633,6
547485,658,2
547485,659,2
547485,696,3
547485,701,6
547485,703,6
547485,711,1
547485,713,1
547485,900,2
547485,1041,1
547485,1042,3
547485,1086,4
547485,1140,1
547485,1183,4
547485,1209,4
547485,1331,1
547485,1332,1
547485,1357,1
547485,1512,8
547485,1529,3
547485,1587,3
547485,2295,1
547485,2301,3
547485,2427,2
547485,2665,1
547485,2725,3
547485,2726,4
547485,2791,2
547485,2792,2
547486,214,12
547486,215,12
547486,242,12
547486,244,12
547486,528,48
547486,529,48
547486,2395,48
547488,28,2
547488,29,2
547488,36,3
547488,37,3
547488,38,3
547488,60,2
547488,62,2
547488,72,6
547488,73,6
547488,77,2
547488,78,2
547488,134,2
547488,135,1
547488,136,2
547488,141,2
547488,142,2
547488,207,2
547488,291,6
547488,292,6
547488,297,2
547488,318,2
547488,355,2
547488,360,3
547488,364,3
547488,420,6
547488,426,1
547488,441,2
547488,543,2
547488,545,2
547488,631,1
547488,637,3
547488,715,4
547488,775,1
547488,795,2
547488,808,6
547488,896,2
547488,1069,2
547488,1072,2
547488,1073,2
547488,1180,1
547488,1198,1
547488,1965,2
547489,1,6
547489,21,2
547489,111,2
547489,740,4
547489,1638,3
547490,59,1
547490,91,4
547490,92,2
547490,93,6
547490,202,2
547490,239,4
547490,245,2
547490,287,2
547490,288,2
547490,376,4
547490,434,1
547490,585,4
547490,601,4
547490,609,1
547490,636,2
547490,705,1
547490,712,6
547490,777,4
547490,833,4
547490,956,2
547490,963,4
547490,1024,1
547490,1038,1
547490,1184,5
547490,1186,2
547490,1187,5
547490,1261,5
547490,1263,4
547490,1264,8
547490,1313,10
547490,1440,4
547490,1623,1
547490,1640,4
547490,2009,1
547490,2160,4
547490,2249,6
547490,2407,2
547490,2536,1
547490,2537,1
547490,2552,1
547490,2629,4
547490,2669,1
547490,2717,4
547491,1,6
547491,307,12
547491,374,12
547491,411,12
547491,466,12
547491,555,3
547491,1057,24
547491,1068,2
547491,1595,32
547492,46,1
547492,70,24
547492,73,24
547492,248,24
547492,289,6
547492,290,24
547492,319,12
547492,417,8
547492,1083,8
547492,1941,6
547493,22,12
547493,46,9
547493,80,24
547493,166,12
547493,444,12
547493,517,144
547493,622,6
547493,627,6
547493,648,144
547493,822,4
547493,965,288
547493,1013,24
547493,1119,4
547493,2115,240
547494,168,24
547494,640,48
547494,1028,20
547494,1230,36
547494,2808,4
547494,2810,4
547494,2811,4
547495,267,-2
547496,1,12
547496,10,8
547496,68,6
547496,86,12
547496,132,4
547496,134,6
547496,168,12
547496,307,12
547496,352,12
547496,971,4
547496,1291,2
547496,1363,36
547496,1561,1
547496,1667,1
547496,2412,24
547497,10,24
547497,22,4
547497,26,4
547497,41,1
547497,86,12
547497,239,5
547497,254,1
547497,255,1
547497,289,1
547497,319,3
547497,335,4
547497,350,4
547497,574,12
547497,575,12
547497,577,12
547497,578,12
547497,579,12
547497,602,1
547497,608,1
547497,619,1
547497,631,2
547497,672,4
547497,674,5
547497,782,5
547497,809,4
547497,833,4
547497,900,1
547497,1100,1
547497,1119,1
547497,1135,3
547497,1138,4
547497,1171,4
547497,1189,1
547497,1318,1
547497,1353,3
547497,1354,4
547497,1361,1
547497,1373,4
547497,1478,3
547497,1615,4
547497,1616,3
547497,1670,4
547497,1826,2
547497,1827,2
547497,1984,4
547497,2009,2
547497,2049,5
547497,2097,2
547497,2159,4
547497,2160,4
547497,2161,2
547497,2185,2
547497,2647,1
547497,2665,4
547497,2669,2
547497,2716,6
547497,2717,6
547497,2732,6
547497,2785,6
547497,2790,6
547497,2799,6
547497,2868,4
547497,2869,4
547497,2870,4
547498,1,1
547498,8,4
547498,52,1
547498,55,4
547498,56,4
547498,59,1
547498,94,3
547498,95,3
547498,118,2
547498,132,1
547498,192,6
547498,198,1
547498,199,1
547498,204,1
547498,224,1
547498,263,1
547498,265,1
547498,266,1
547498,267,2
547498,293,1
547498,295,1
547498,329,1
547498,330,3
547498,363,1
547498,383,1
547498,428,1
547498,439,1
547498,598,2
547498,602,1
547498,622,1
547498,651,2
547498,707,1
547498,767,2
547498,900,1
547498,921,6
547498,958,3
547498,978,1
547498,1022,1
547498,1058,1
547498,1076,2
547498,1128,2
547498,1157,1
547498,1183,1
547498,1188,1
547498,1189,1
547498,1249,1
547498,1315,1
547498,1479,2
547498,1512,1
547498,1545,2
547498,1595,2
547498,1626,1
547498,1657,1
547498,1676,2
547498,1677,5
547498,1749,1
547498,1770,2
547498,1776,1
547498,1904,1
547498,1906,1
547498,1963,1
547498,2020,8
547498,2199,1
547498,2280,1
547498,2427,1
547498,2477,1
547498,2478,1
547498,2479,2
547498,2485,1
547498,2497,1
547498,2590,1
547498,2629,2
547498,2656,1
547498,2699,1
547500,1,32
547500,11,12
547500,12,12
547500,156,4
547500,197,24
547500,300,24
547500,301,12
547500,302,12
547500,403,40
547500,436,48
547500,716,12
547500,764,30
547500,791,4
547500,898,36
547500,1007,36
547500,1046,24
547500,1203,12
547500,2427,40
547501,2792,12
547502,124,-1
547502,132,-1
547502,274,-1
547502,374,-1
547502,902,-1
547502,1200,-1
547503,138,2
547503,528,12
547503,529,6
547504,22,6
547504,46,8
547504,64,6
547504,66,24
547504,70,24
547504,72,24
547504,73,24
547504,79,12
547504,173,12
547504,174,24
547504,252,100
547504,292,24
547504,367,8
547504,368,8
547504,602,6
547504,682,25
547504,887,12
547504,912,16
547504,970,8
547504,993,12
547504,1104,8
547504,1106,12
547504,1107,24
547504,1108,12
547504,1111,20
547504,1143,20
547504,1207,25
547504,1836,60
547504,2107,12
547504,2108,12
547504,2289,36
547504,2297,36
547504,2523,25
547504,2717,12
547504,2769,24
547507,45,36
547507,80,3
547507,298,24
547507,429,24
547507,430,24
547507,632,24
547507,666,1
547507,673,12
547507,789,25
547507,975,24
547507,1111,20
547507,1124,12
547507,1215,25
547507,1225,25
547507,1473,24
547507,1656,25
547507,1692,24
547507,2690,24
547508,36,64
547508,37,64
547508,248,24
547508,319,12
547508,364,24
547508,483,24
547508,500,24
547508,1530,6
547509,27,8
547509,29,16
547509,318,12
547509,376,12
547509,713,24
547509,896,8
547509,1072,12
547509,1156,12
547510,22,6
547510,35,6
547510,67,10
547510,79,12
547510,92,12
547510,97,24
547510,127,96
547510,141,10
547510,180,12
547510,189,12
547510,200,6
547510,201,12
547510,202,12
547510,245,6
547510,246,12
547510,266,10
547510,297,6
547510,298,24
547510,313,48
547510,342,24
547510,355,10
547510,360,10
547510,362,10
547510,428,12
547510,440,8
547510,494,6
547510,530,16
547510,531,16
547510,666,4
547510,691,12
547510,695,12
547510,775,10
547510,783,48
547510,965,48
547510,969,48
547510,976,20
547510,977,8
547510,1153,24
547510,1245,6
547510,1263,12
547510,1332,12
547510,1372,12
547510,1399,18
547510,1734,12
547510,1772,12
547510,1976,48
547510,2161,3
547510,2185,3
547510,2237,6
547511,10,8
547511,132,4
547511,142,8
547511,168,12
547511,307,12
547511,434,12
547511,453,2
547511,458,16
547511,973,32
547511,1710,6
547511,2224,4
547511,2439,2
547511,2809,2
547511,2810,2
547511,2811,2
547511,2812,2
547512,2,50
547512,1394,100
547513,66,48
547513,70,24
547513,72,24
547513,173,48
547513,174,48
547513,319,12
547513,483,24
547513,513,16
547513,549,4
547513,603,6
547513,608,12
547513,1135,12
547513,1801,1
547513,1884,6
547513,2786,8
547513,2810,2
547514,56,6
547514,91,12
547514,127,6
547514,149,12
547514,150,12
547514,151,12
547514,185,12
547514,234,2
547514,427,12
547514,584,6
547514,599,6
547514,648,6
547514,691,12
547514,752,9
547514,792,4
547514,915,4
547514,1261,12
547514,1493,6
547514,1546,2
547514,1624,2
547514,1640,12
547514,1681,12
547514,2270,6
547514,2592,6
547515,10,16
547515,21,10
547515,27,4
547515,29,4
547515,36,12
547515,56,6
547515,84,12
547515,117,8
547515,123,4
547515,422,24
547515,836,12
547515,997,12
547515,999,12
547515,1394,8
547516,127,12
547516,533,32
547517,35,6
547517,39,20
547517,40,12
547517,46,3
547517,305,12
547517,719,48
547517,764,100
547517,1208,100
547517,1210,10
547517,1226,10
547518,60,100
547518,61,200
547518,141,200
547518,355,100
547518,360,100
547518,643,100
547519,471,1000
547520,35,6
547520,36,12
547520,37,12
547520,38,12
547520,46,3
547520,159,3
547520,267,10
547520,293,10
547520,362,6
547520,364,12
547520,387,4
547520,388,4
547520,389,4
547520,394,2
547520,939,4
547520,1776,12
547520,2052,4
547520,2279,4
547520,2660,6
547520,2836,1
547520,2837,2
547521,107,6
547521,177,3
547521,533,1
547521,772,1
547521,773,1
547521,1090,2
547521,1200,6
547521,1265,12
547521,1279,2
547521,2303,1
547521,2673,4
547535,18,3
547535,19,3
547535,411,24
547535,624,24
547535,713,6
547535,829,12
547535,1201,6
547535,1226,10
547535,1637,6
547535,2796,6
547537,60,10
547537,61,20
547537,63,10
547537,78,10
547537,141,10
547537,293,10
547537,294,10
547537,360,10
547537,361,10
547537,764,10
547537,776,10
547537,1208,10
547537,1210,10
547537,1219,10
547537,1226,10
547537,1892,10
547538,21,2
547538,39,10
547538,60,10
547538,61,10
547538,63,10
547538,77,10
547538,78,10
547538,82,10
547538,141,10
547538,360,10
547538,643,10
547538,666,2
547538,775,10
547538,776,10
547538,1208,10
547538,1210,10
547539,118,2
547539,479,6
547539,480,6
547539,600,4
547539,1010,4
547539,1333,2
547539,1396,4
547541,61,100
547541,77,100
547541,141,100
547546,214,144
547546,2063,96
547548,22,2
547548,67,1
547548,68,1
547548,79,2
547548,127,2
547548,139,1
547548,163,2
547548,164,2
547548,197,12
547548,201,2
547548,265,1
547548,268,2
547548,287,2
547548,304,3
547548,416,1
547548,417,1
547548,427,1
547548,428,1
547548,463,1
547548,527,1
547548,551,12
547548,608,2
547548,648,2
547548,664,1
547548,671,4
547548,713,2
547548,727,1
547548,735,2
547548,778,2
547548,831,1
547548,903,12
547548,960,1
547548,993,12
547548,1012,2
547548,1051,2
547548,1129,1
547548,1209,2
547548,1332,2
547548,1370,12
547548,1424,1
547548,1467,8
547548,1478,2
547548,1525,2
547548,1552,2
547548,1634,2
547548,1696,4
547548,1697,4
547548,2105,2
547548,2160,1
547548,2313,2
547548,2427,3
547548,2474,6
547548,2668,1
547548,2717,1
547548,2797,6
547549,61,10
547549,68,6
547549,227,12
547549,267,10
547549,294,10
547549,751,24
547549,1119,4
547549,1309,2
547549,1361,12
547549,1456,5
547549,1913,6
547549,1985,6
547549,2520,12
547549,2583,6
547549,2811,2
547549,2812,2
547550,609,12
547550,666,8
547550,1156,72
547550,1889,36
547550,2052,4
547550,2520,12
547553,187,3
547553,203,4
547553,369,1
547553,380,1
547553,381,1
547553,403,2
547553,423,2
547553,424,2
547553,604,1
547553,605,1
547553,887,2
547553,955,1
547554,131,8
547555,80,6
547555,145,12
547555,189,12
547555,190,12
547555,264,6
547555,301,12
547555,302,12
547555,316,24
547555,321,12
547555,706,12
547555,768,12
547555,895,24
547555,966,12
547555,1136,25
547555,1232,24
547555,1519,24
547555,2526,25
547555,2791,4
547556,1,4
547556,3,2
547556,62,1
547556,80,2
547556,126,4
547556,132,1
547556,229,3
547556,230,6
547556,306,12
547556,340,2
547556,523,1
547556,524,1
547556,1060,2
547556,1133,5
547556,1363,6
547556,1394,4
547556,1626,1
547556,1842,1
547556,2114,1
547556,2166,1
547556,2313,1
547556,2485,6
547556,2871,3
547558,685,100
547558,1141,50
547558,1302,50
547558,1885,50
547558,2523,50
547558,2560,50
547561,287,12
547561,288,12
547561,305,12
547561,407,6
547561,447,12
547561,1881,12
547561,1884,12
547561,1888,12
547561,1974,12
547561,2427,12
547561,2542,6
547561,2717,12
547561,2791,4
547561,2792,4
547561,2795,4
547561,2872,20
547562,55,36
547562,56,24
547562,141,200
547562,360,100
547562,481,6
547562,740,10
547562,1157,8
547562,1393,12
547562,1394,4
547563,316,12
547563,318,4
547563,331,4
547563,384,4
547563,414,24
547563,540,12
547563,552,12
547563,644,12
547563,702,24
547563,1885,25
547563,2189,25
547563,2295,6
547563,2301,6
547563,2720,24
547563,2792,4
547563,2872,40
547564,92,12
547564,93,24
547564,124,144
547564,127,12
547564,313,12
547564,721,10
547564,801,10
547564,833,48
547564,1021,24
547564,1399,9
547564,2084,10
547565,47,40
547565,71,24
547565,96,6
547565,290,48
547565,369,6
547565,1023,24
547565,1071,4
547565,1105,12
547565,1209,12
547565,1372,12
547565,1808,12
547565,2226,12
547566,46,1
547567,39,10
547567,50,12
547567,82,10
547567,201,24
547567,264,2
547567,282,12
547567,283,12
547567,297,6
547567,312,3
547567,333,5
547567,384,4
547567,385,4
547567,407,6
547567,463,8
547567,496,24
547567,506,20
547567,653,6
547567,797,12
547567,1024,4
547567,1038,4
547567,1211,5
547567,1226,10
547567,1298,6
547567,1394,8
547567,1434,12
547567,2873,24
547568,22,6
547568,34,6
547568,36,12
547568,66,12
547568,69,6
547568,135,8
547568,139,10
547568,174,12
547568,249,12
547568,265,10
547568,297,6
547568,319,12
547568,364,12
547568,420,24
547568,426,3
547568,427,12
547568,606,6
547568,609,1
547568,713,6
547568,723,1
547568,779,6
547568,822,1
547568,949,3
547568,953,3
547568,957,2
547568,1015,1
547568,1045,4
547568,1180,3
547568,1201,6
547568,1209,6
547568,1286,3
547568,1353,12
547568,1478,12
547568,1514,2
547568,1644,4
547568,1689,12
547568,1775,4
547568,2160,4
547568,2665,6
547568,2716,12
547568,2732,6
547568,2785,12
547569,96,12
547569,408,24
547569,477,12
547569,585,24
547569,640,24
547569,657,4
547569,1009,12
547569,1133,24
547569,1215,25
547569,1225,25
547569,1334,24
547569,1488,27
547569,1913,12
547569,2049,21
547569,2161,6
547569,2517,6
547569,2520,24
547569,2523,25
547569,2532,12
547569,2541,18
547570,48,3
547570,168,12
547570,314,12
547570,624,24
547570,666,4
547570,937,6
547570,1039,12
547570,1221,12
547571,22,6
547571,77,10
547571,82,10
547571,171,24
547571,266,10
547571,293,10
547571,294,10
547571,538,6
547571,640,24
547571,774,1
547571,888,12
547571,1041,6
547571,1288,12
547571,1656,25
547571,2160,8
547571,2809,2
547571,2810,2
547571,2811,2
547571,2812,2
547572,10,8
547572,105,3
547572,133,3
547572,158,3
547572,159,3
547572,214,24
547572,533,1
547572,829,12
547572,901,16
547572,1842,3
547572,1917,24
547572,1985,6
547572,2429,24
547572,2520,12
547572,2618,1
547573,700,24
547573,1041,6
547573,1209,6
547573,1615,6
547573,1616,6
547573,2095,12
547573,2249,16
547573,2427,24
547574,1116,-2
547576,141,10
547576,496,24
547576,666,4
547576,937,6
547576,2159,4
547577,92,48
547577,93,48
547577,202,48
547577,239,12
547577,242,12
547577,244,12
547577,477,12
547577,716,48
547577,833,48
547578,18,4
547578,26,3
547578,54,6
547578,56,12
547578,124,16
547578,130,6
547578,164,12
547578,242,12
547578,246,12
547578,307,12
547578,313,12
547578,534,4
547578,551,12
547578,680,12
547578,707,12
547578,712,6
547578,713,6
547578,777,12
547578,894,12
547578,929,6
547578,979,24
547578,993,12
547578,994,12
547578,1067,12
547578,1156,12
547578,1223,12
547578,1230,12
547578,1399,6
547578,1524,12
547579,2873,48
547579,2874,48
547580,1,12
547580,18,3
547580,22,12
547580,26,3
547580,64,6
547580,79,12
547580,185,12
547580,214,12
547580,293,10
547580,319,12
547580,367,8
547580,622,6
547580,627,6
547580,637,2
547580,822,1
547580,829,12
547580,881,48
547580,912,8
547580,1020,8
547580,1048,2
547580,1062,3
547580,1063,3
547580,1279,2
547580,1385,5
547580,1386,5
547580,1964,6
547580,1985,6
547580,2160,4
547580,2403,12
547580,2732,6
547580,2790,12
547581,417,-1
547581,428,-1
547581,1098,-1
547581,1973,-1
547582,2786,-2
547582,2788,-3
547583,37,24
547583,72,60
547583,203,36
547583,288,48
547583,393,36
547583,414,36
547583,436,42
547583,540,24
547583,706,42
547583,1527,48
547583,2295,24
547583,2301,24
547594,2732,-4
547623,98,6
547623,101,12
547623,106,12
547623,107,6
547623,143,4
547623,144,4
547623,164,12
547623,294,10
547623,449,12
547623,484,12
547623,740,2
547623,1083,8
547623,1184,24
547623,1186,24
547623,1200,6
547623,1209,6
547623,1248,48
547623,1259,12
547623,1262,12
547623,1393,6
547623,1467,48
547623,1520,12
547623,1715,6
547623,1750,2
547623,1830,48
547623,1936,12
547623,2305,24
547623,2407,12
547623,2785,12
547623,2790,12
547623,2802,4
547639,79,12
547639,187,6
547639,374,12
547639,1227,12
547639,1358,12
547639,1828,24
547639,1839,3
547639,2313,12
547644,1,6
547644,21,2
547644,22,12
547644,79,24
547644,516,6
547644,533,6
547644,566,24
547644,609,4
547644,713,6
547644,930,12
547644,1296,4
547644,1393,6
547644,2063,16
547644,2161,6
547644,2665,6
547645,46,1
547645,71,24
547645,193,24
547645,252,12
547645,1042,12
547645,1478,24
547645,2371,10
547647,21,2
547647,67,10
547647,70,24
547647,72,24
547647,174,12
547647,267,10
547647,294,10
547647,295,10
547647,419,24
547647,513,8
547647,530,16
547647,531,16
547647,711,12
547647,1209,12
547648,2717,12
547648,2732,6
547649,1,6
547649,48,2
547649,59,6
547649,60,2
547649,61,2
547649,67,2
547649,68,6
547649,69,6
547649,70,2
547649,77,2
547649,104,2
547649,105,1
547649,141,2
547649,158,2
547649,159,1
547649,168,12
547649,171,10
547649,201,5
547649,202,2
547649,214,2
547649,262,2
547649,265,1
547649,267,2
547649,295,2
547649,360,2
547649,385,3
547649,449,2
547649,450,4
547649,593,2
547649,597,3
547649,598,8
547649,643,1
547649,752,9
547649,883,1
547649,931,4
547649,1069,1
547649,1098,2
547649,1130,1
547649,1201,3
547649,1209,2
547649,1252,12
547649,1307,1
547649,1424,6
547649,1517,2
547649,1523,4
547649,1579,6
547649,1677,8
547649,1843,1
547649,1961,1
547649,1962,4
547649,1963,4
547649,2190,4
547649,2191,4
547649,2404,2
547649,2569,2
547649,2717,1
547650,10,8
547650,21,1
547650,22,3
547650,48,1
547650,60,2
547650,61,1
547650,67,2
547650,77,2
547650,78,2
547650,79,6
547650,82,1
547650,92,1
547650,93,2
547650,105,1
547650,136,2
547650,139,2
547650,141,3
547650,158,1
547650,159,1
547650,202,1
547650,265,1
547650,267,3
547650,293,3
547650,294,2
547650,295,2
547650,312,1
547650,355,1
547650,360,1
547650,383,2
547650,394,1
547650,474,4
547650,582,4
547650,593,1
547650,713,2
547650,715,5
547650,756,1
547650,757,1
547650,775,1
547650,787,2
547650,883,1
547650,1021,2
547650,1041,3
547650,1058,12
547650,1059,12
547650,1062,1
547650,1063,1
547650,1154,1
547650,1209,10
547650,1215,25
547650,1225,25
547650,1260,1
547650,1261,1
547650,1262,1
547650,1263,2
547650,1338,9
547650,1393,1
547650,1410,1
547650,1454,2
547650,1456,2
547650,1626,10
547650,1941,1
547650,2161,1
547650,2665,8
547650,2669,3
547650,2717,2
547651,1,4
547651,48,2
547651,93,2
547651,105,2
547651,110,1
547651,158,2
547651,159,1
547651,167,1
547651,180,2
547651,186,2
547651,202,2
547651,240,1
547651,245,1
547651,246,1
547651,263,2
547651,268,1
547651,376,1
547651,411,2
547651,427,2
547651,428,2
547651,600,1
547651,641,1
547651,690,48
547651,691,2
547651,787,1
547651,800,1
547651,833,1
547651,883,2
547651,886,2
547651,937,1
547651,956,3
547651,973,32
547651,1001,4
547651,1003,2
547651,1052,1
547651,1053,1
547651,1055,1
547651,1058,2
547651,1059,1
547651,1124,8
547651,1133,3
547651,1209,2
547651,1261,1
547651,1263,1
547651,1399,3
547651,1410,1
547651,1539,1
547651,1543,1
547651,1631,2
547651,1640,1
